token,word,pos,contfunc,tobiaccent,tobiboundary,accented,boundary,prenuclear,nuclear,accenttype,filename,wordmin,wordmax,stressmin,stressmax,svmin,svmax,sv,phonwordmin,phonwordmax,phonword,durword,durstress,dursv,durphonword,word.phonerate,word.syllrate,stress.phonerate,stress.syllrate,phonword.phonerate,phonword.syllrate,int.sv,f0.word.max,f0.word.min,f0.word.range,f0.stress.max,f0.stress.min,f0.stress.range,f0.sv.max,f0.sv.min,f0.sv.range,log.f0.word.max,log.f0.stress.max,log.f0.sv.max,log.f0.word.max.norm,log.f0.stress.max.norm,log.f0.sv.max.norm,int.sv.norm,word.phonerate.norm,word.syllrate.norm,stress.phonerate.norm,stress.syllrate.norm,phonerate.file.mean,phonerate.file.sd,syllrate.file.mean,syllrate.file.sd,word.phonerate.norm.file,word.syllrate.norm.file,stress.phonerate.norm.file,stress.syllrate.norm.file,phonword.phonerate.norm.file,phonword.syllrate.norm.file,log.wordfreq.google,log.wordfreq.switchboard,log.wordfreq.buckeye,ba.16,pa.16,bm.16,pm.16,bi.16,pi.16,ba.32,pa.32,bm.32,pm.32,bi.32,pi.32,t01.ba,t02.ba,t03.ba,t04.ba,t05.ba,t06.ba,t07.ba,t08.ba,t09.ba,t10.ba,t11.ba,t12.ba,t13.ba,t14.ba,t15.ba,t16.ba,t17.ba,t18.ba,t19.ba,t20.ba,t21.ba,t22.ba,t23.ba,t24.ba,t25.ba,t26.ba,t27.ba,t28.ba,t29.ba,t30.ba,t31.ba,t32.ba,t01.pa,t02.pa,t03.pa,t04.pa,t05.pa,t06.pa,t07.pa,t08.pa,t09.pa,t10.pa,t11.pa,t12.pa,t13.pa,t14.pa,t15.pa,t16.pa,t17.pa,t18.pa,t19.pa,t20.pa,t21.pa,t22.pa,t23.pa,t24.pa,t25.pa,t26.pa,t27.pa,t28.pa,t29.pa,t30.pa,t31.pa,t32.pa,t01.bm,t02.bm,t03.bm,t04.bm,t05.bm,t06.bm,t07.bm,t08.bm,t09.bm,t10.bm,t11.bm,t12.bm,t13.bm,t14.bm,t15.bm,t16.bm,t17.bm,t18.bm,t19.bm,t20.bm,t21.bm,t22.bm,t23.bm,t24.bm,t25.bm,t26.bm,t27.bm,t28.bm,t29.bm,t30.bm,t31.bm,t32.bm,t01.pm,t02.pm,t03.pm,t04.pm,t05.pm,t06.pm,t07.pm,t08.pm,t09.pm,t10.pm,t11.pm,t12.pm,t13.pm,t14.pm,t15.pm,t16.pm,t17.pm,t18.pm,t19.pm,t20.pm,t21.pm,t22.pm,t23.pm,t24.pm,t25.pm,t26.pm,t27.pm,t28.pm,t29.pm,t30.pm,t31.pm,t32.pm,t01.bi,t02.bi,t03.bi,t04.bi,t05.bi,t06.bi,t07.bi,t08.bi,t09.bi,t10.bi,t11.bi,t12.bi,t13.bi,t14.bi,t15.bi,t16.bi,t17.bi,t18.bi,t19.bi,t20.bi,t21.bi,t22.bi,t23.bi,t24.bi,t25.bi,t26.bi,t27.bi,t28.bi,t29.bi,t30.bi,t31.bi,t32.bi,t01.pi,t02.pi,t03.pi,t04.pi,t05.pi,t06.pi,t07.pi,t08.pi,t09.pi,t10.pi,t11.pi,t12.pi,t13.pi,t14.pi,t15.pi,t16.pi,t17.pi,t18.pi,t19.pi,t20.pi,t21.pi,t22.pi,t23.pi,t24.pi,t25.pi,t26.pi,t27.pi,t28.pi,t29.pi,t30.pi,t31.pi,t32.pi,max.f0.sv.st,min.f0.sv.st,range.f0.sv.st,vel.f0.sv.st,mintime,maxtime,jump,max.f0.sv.st.norm
439,i've,Contraction,Function,NA,NA,0,0,0,0,0,s16-1,10.6702015,10.8639375,10.6702015,10.8639375,10.6702015,10.7639375,ay,10.6702015,10.6702015,NA,0.193736,0.193736,0.093736,0,10.32332659,5.161663294,10.32332659,5.161663294,0,0,59.09913128,187.8912794,90.31120289,97.58007647,187.8912794,90.31120289,97.58007647,187.8912794,90.31120289,97.58007647,5.235863494,5.235863494,5.235863494,-1.294142566,-1.294142566,-1.19624901,0.356930101,-0.668899111,-0.222528395,-0.603418692,-0.290780356,14.16328,4.204,5.684583,2.271162,-0.913404712,-0.230243244,-0.913404712,-0.230243244,-3.369000951,-2.502940345,-19.171574,-14.191357,-6.592159,0,0.1875,0,0,0,0,0,0.09375,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.58526769,90.05558711,0.5296805828,25.22288489,10.72828125,10.74928125,none,-1.293702332
440,picked,Verb,Content,H*,NA,1,0,0,1,2,s16-1,10.8639375,11.1219375,10.8639375,11.1219375,10.9139375,10.9789375,ih,10.8639375,11.3420175,picked up,0.258,0.258,0.05,0.47808,15.50387597,3.875968992,15.50387597,3.875968992,12.5502008,4.183400268,58.18592033,221.4704074,195.2925024,26.17790497,221.4704074,195.2925024,26.17790497,219.1933762,195.2925024,23.90087382,5.40028898,5.40028898,5.389954337,0.89445976,0.89445976,1.252848701,0.047110935,0.67229431,-0.597975105,0.67229431,-0.597975105,14.16328,4.204,5.684583,2.271162,0.318885816,-0.796338618,0.318885816,-0.796338618,-0.383701046,-0.660975629,-11.3941,-9.46397,-9.364748,0,0.25,0,0.25,0,0.125,0,0.21875,0,0.21875,0,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,92.725789,91.61182333,-1.11396567,-18.88077408,10.97328125,10.91428125,none,1.197569085
441,up,Preposition,Function,NA,H-,0,1,0,0,0,s16-1,11.1219375,11.3420175,11.1219375,11.3420175,11.1219375,11.2339375,ah,11.1219375,11.1219375,NA,0.22008,0.22008,0.112,0,9.087604507,4.543802254,9.087604507,4.543802254,0,0,58.48044329,201.2174396,186.3096824,14.90775719,201.2174396,186.3096824,14.90775719,201.2174396,186.3219266,14.89551299,5.304386112,5.304386112,5.304386112,0.062123412,0.238974085,0.298980277,0.060287155,-1.110921641,-0.673464854,-1.058686005,-0.693961817,14.16328,4.204,5.684583,2.271162,-1.207344313,-0.502289465,-1.207344313,-0.502289465,-3.369000951,-2.502940345,-7.298366,-5.796332,-5.781229,0.75,0.25,0.3125,0.1875,0,0.125,0.6875,0.1875,0.3125,0.21875,0.03125,0.21875,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,91.5868322,90.3737423,-1.213089895,-11.5532371,11.23228125,11.12728125,none,0.3025194512
442,and,Conjunction,Function,NA,NA,0,0,0,0,0,s16-1,11.7219375,11.8369375,11.7219375,11.8369375,11.7219375,11.7669375,ih,11.7219375,11.7219375,NA,0.115,0.115,0.045,0,17.39130435,8.695652174,17.39130435,8.695652174,0,0,53.73244801,182.2126294,167.343514,14.86911547,182.2126294,167.343514,14.86911547,180.1962235,173.8221155,6.374108024,5.205174299,5.205174299,5.194046388,-1.590425193,-1.417187048,-1.48315865,-1.553407277,0.562176079,1.276736954,0.473834171,1.190190816,14.16328,4.204,5.684583,2.271162,0.767845944,1.32578353,0.767845944,1.32578353,-3.369000951,-2.502940345,-4.404798,-3.341418,-3.266674,0,0,0,0.0625,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.96994873,89.79430259,0.175646135,9.758118613,11.74828125,11.76628125,none,-1.488163322
443,driven,Verb,Content,H*,NA,1,0,1,0,1,s16-1,11.8369375,12.1169375,11.8369375,11.9669375,11.9369375,11.9669375,ih,11.8369375,12.1169375,driven,0.28,0.13,0.07,0.28,21.42857143,7.142857143,23.07692308,7.692307692,21.42857143,7.142857143,62.00877906,210.8753234,161.6914758,49.18384762,197.6920206,161.6914758,36.00054481,197.6920206,193.4404327,4.251587927,5.351267075,5.286710368,5.286710368,0.646972221,-0.16790103,0.11799405,1.169796693,0.709199678,0.056889593,0.837395573,0.165127079,14.16328,4.204,5.684583,2.271162,1.728185402,0.642082838,2.12027666,0.884007698,1.728185402,0.642082838,-11.133103,-10.580439,-10.46336,0,0.125,0,0.125,0,0.375,0,0.15625,0,0.21875,0,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,91.4760878,91.08571501,-0.3903727899,-13.46113069,11.96628125,11.93728125,none,0.1450476672
444,home,Adverb,Content,H+!H*,H-,1,1,0,1,2,s16-1,12.1169375,12.6769375,12.1169375,12.6769375,12.2269375,12.4369375,ow,12.1169375,12.6769375,home,0.56,0.56,0.11,0.56,5.357142857,1.785714286,5.357142857,1.785714286,5.357142857,1.785714286,60.0288662,215.0921537,170.5260718,44.56608189,215.0921537,170.5260718,44.56608189,215.0273579,170.5260718,44.50128615,5.371066558,5.371066558,5.370765266,1.014846533,1.297152525,1.545132009,0.600672919,-1.163463651,-1.49922407,-1.158428171,-1.530081528,14.16328,4.204,5.684583,2.271162,-2.094704363,-1.716684549,-2.094704363,-1.716684549,-2.094704363,-1.716684549,-7.989333,-6.764213,-7.167524,0.75,0.5625,0.375,0.1875,0.3125,0.1875,0.8125,0.5,0.4375,0.34375,0.25,0.25,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,92.95692112,88.99681162,-3.960109497,-19.50792856,12.43028125,12.22728125,none,1.567164402
445,when,Adverb2,Content,NA,NA,0,0,0,0,0,s16-1,12.9859375,13.0665975,12.9859375,13.0665975,13.0242695,13.0665975,ahn,12.9859375,12.9859375,NA,0.08066,0.08066,0.038332,0,24.79543764,12.39771882,24.79543764,12.39771882,0,0,57.80886727,203.7106087,180.4299911,23.28061758,203.7106087,180.4299911,23.28061758,188.3019108,181.5266897,6.775221062,5.316700402,5.316700402,5.238046583,-0.150168393,0.016759507,-0.724568613,-0.854180024,1.057171763,1.452107793,0.984899473,1.415839297,14.16328,4.204,5.684583,2.271162,2.529057478,2.95581549,2.529057478,2.95581549,-3.369000951,-2.502940345,-7.658951,-5.74652,-5.772013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.56653453,90.06311115,-0.5034233821,-11.986271,13.06628125,13.02428125,none,-0.7649525069
446,i,Pronoun,Function,NA,NA,0,0,0,0,0,s16-1,13.0665975,13.1999375,13.0665975,13.1999375,13.0665975,13.1999375,ay,13.0665975,13.0665975,NA,0.13334,0.13334,0.13334,0,7.499625019,7.499625019,7.499625019,7.499625019,0,0,57.19080289,181.5266897,169.327738,12.19895172,181.5266897,169.327738,12.19895172,181.5266897,169.327738,12.19895172,5.201402694,5.201402694,5.201402694,-1.018864725,-1.018864725,-0.841130441,-0.609322065,-0.842640837,0.188859315,-0.842640837,0.188859315,14.16328,4.204,5.684583,2.271162,-1.585074924,0.799168892,-1.585074924,0.799168892,-3.369000951,-2.502940345,-8.006545,-3.246163,-3.627101,0,0.0625,0,0,0,0.0625,0,0.03125,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90.04269942,88.86788831,-1.174811109,-14.8710267,13.14628125,13.06728125,none,-0.8015834538
447,picked,Verb,Content,NA,NA,0,0,0,0,0,s16-1,13.1999375,13.4099375,13.1999375,13.4099375,13.2899375,13.3299375,ih,13.1999375,13.6299375,picked up my,0.21,0.21,0.09,0.43,19.04761905,4.761904762,19.04761905,4.761904762,18.60465116,6.976744186,60.47045443,221.6491296,174.5421695,47.10696009,221.6491296,174.5421695,47.10696009,216.6300596,202.6835925,13.9464671,5.401095634,5.401095634,5.378191104,1.027384206,1.027384206,1.034725293,1.219889589,0.593433702,-0.501377611,0.593433702,-0.501377611,14.16328,4.204,5.684583,2.271162,1.161831362,-0.406258223,1.161831362,-0.406258223,1.056463169,0.568942764,-11.3941,-9.46397,-9.364748,0,0.125,0,0,0,0.0625,0,0.09375,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92.59832507,91.73294435,-0.8653807269,-22.18924941,13.32928125,13.29028125,none,1.026867713
449,my,Determiner,Function,NA,NA,0,0,0,0,0,s16-1,13.4939375,13.6299375,13.4939375,13.6299375,13.5399375,13.6299375,ay,13.4939375,13.4939375,NA,0.136,0.136,0.046,0,14.70588235,7.352941176,14.70588235,7.352941176,0,0,56.12979285,180.8843496,165.4969221,15.38742746,180.8843496,165.4969221,15.38742746,180.8843496,165.4969221,15.38742746,5.197857875,5.197857875,5.197857875,-0.933106786,-0.933106786,-0.935495519,-1.23208172,0.150553351,0.480899386,0.263415976,0.76820328,14.16328,4.204,5.684583,2.271162,0.129068114,0.73458352,0.129068114,0.73458352,-3.369000951,-2.502940345,-7.305216,-5.322944,-5.111502,0,0,0,0.0625,0,0,0,0,0,0.03125,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89.89046986,88.77132564,1.119144213,19.634109,13.56128125,13.61828125,none,-1.003830318
450,son,Noun,Content,H+!H*,H-,1,1,0,1,2,s16-1,13.6299375,14.2202975,13.6299375,14.2202975,13.7499375,13.9599375,ah,13.6299375,14.2202975,son,0.59036,0.59036,0.12,0.59036,5.081645098,1.693881699,5.081645098,1.693881699,5.081645098,1.693881699,59.75468835,218.4742911,83.4511276,135.0231635,218.4742911,83.4511276,135.0231635,218.4742911,166.6970483,51.77724288,5.386668347,5.386668347,5.386668347,0.945322625,0.945322625,1.041327828,0.403982571,-1.640612678,-1.510140145,-1.709425364,-1.504917626,14.16328,4.204,5.684583,2.271162,-2.160236656,-1.757118735,-2.160236656,-1.757118735,-2.160236656,-1.757118735,-10.119041,-8.638398,-7.978454,0.625,0.3125,0.375,0.25,0.1875,0.25,0.6875,0.375,0.5,0.21875,0.1875,0.21875,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,92.73770673,88.59209874,-4.145607989,-21.25952815,13.95828125,13.76328125,none,0.7866207502
451,because,Conjunction,Function,NA,NA,0,0,0,0,0,s16-1,14.2202975,14.4499375,14.2897575,14.4499375,14.3339375,14.3999375,ah,14.2202975,14.6299375,because it was,0.22964,0.16018,0.04418,0.40964,21.77321024,8.709284097,18.72892995,6.242976651,21.97051069,9.764671419,62.07653534,192.8419883,86.99705611,105.8449322,192.8419883,86.99705611,105.8449322,192.1695189,173.2064447,18.9630742,5.26187114,5.26187114,5.258377893,-0.036223529,-0.036223529,-0.062798103,1.045651155,1.104414448,0.615960585,0.932909311,0.070800326,14.16328,4.204,5.684583,2.271162,1.810164187,1.33178571,1.086025203,0.245862537,1.857095788,1.796476173,-8.375466,-5.855207,-5.111502,0,0,0.0625,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.00790741,89.16821588,-1.839691538,-28.30294673,14.39928125,14.33428125,none,0.5811507621
452,it,Pronoun,Function,NA,NA,0,0,0,0,0,s16-1,14.4499375,14.5155055,14.4499375,14.5155055,14.4499375,14.4799375,ah,14.4499375,14.4499375,NA,0.065568,0.065568,0.03,0,30.50268424,15.25134212,30.50268424,15.25134212,0,0,48.70164919,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,NA,--undefined--,--undefined--,--undefined--,--undefined--,14.16328,4.204,5.684583,2.271162,3.886632787,4.21227509,3.886632787,4.21227509,-3.369000951,-2.502940345,-6.212557,-4.018912,-4.188598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.9663193,84.61027499,-0.3560443084,-20.94378285,14.47128125,14.45428125,none,-1.424401881
453,was,Verb2,Content,NA,NA,0,0,0,0,0,s16-1,14.5155055,14.6299375,14.5155055,14.6299375,14.5155055,14.5632595,ah,14.5155055,14.5155055,NA,0.114432,0.114432,0.047754,0,17.47762864,8.738814318,17.47762864,8.738814318,0,0,52.73110284,169.3871207,153.8103224,15.57679829,169.3871207,153.8103224,15.57679829,169.3871207,154.4957999,14.8913208,5.132186751,5.132186751,5.132186751,-0.974438199,-0.974438199,-0.969256262,-1.304437196,0.456752205,0.179080164,0.768231657,0.377475763,14.16328,4.204,5.684583,2.271162,0.78837979,1.344787962,0.78837979,1.344787962,-3.369000951,-2.502940345,-6.557167,-4.845001,-4.582827,0,0,0,0.0625,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.65096861,87.35429284,-0.2966757781,-11.86703112,14.56228125,14.53728125,none,-0.4457879926
454,raining,Verb,Content,H*,NA,1,0,1,0,1,s16-1,14.6299375,14.8819375,14.6299375,14.7899375,14.7229375,14.7899375,ey,14.6299375,14.9589375,raining or,0.252,0.16,0.093,0.329,15.87301587,7.936507937,12.5,6.25,15.19756839,9.118541033,60.19516833,210.5660788,167.6955183,42.87056052,210.5660788,186.7774125,23.78866632,210.5660788,200.9399726,9.626106189,5.349799517,5.349799517,5.349799517,1.364493698,1.422951785,1.436698867,0.575093476,-0.322208076,-0.306365968,-0.897774306,-0.455385119,14.16328,4.204,5.684583,2.271162,0.406692643,0.991529859,-0.395642245,0.24895494,0.246024831,1.511982868,-13.798138,-10.75737,-10.46336,0.0625,0.25,0.125,0.3125,0.0625,0.5,0.0625,0.375,0.09375,0.28125,0.09375,0.34375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,92.60543893,91.80208672,0.803352208,12.95729368,14.72328125,14.78528125,none,1.40584344
